wu_palmer___sentence_merge_strategy-match_cutoff_synset_strategy-first_synsets_wordnet-slk:0.52,1.0,0.63,0.7,0,0.5,0.68,0.55,0.15,0.66,0.16,0.73,0.75,0.18,0.29,0.81,0.46,0.99,0.88,0.79,0.4,0,0.22,1.0,0.89,0.29,0,0.85,0.39,0.84,0.7,0.61,0.86,0.8,1.0,0.24,0.33,0.19,0.32,0,0.42,0.58,0.54,0.63,0.87,0.95,0,0.9,0.25,1.0,0.94,1.0,1.0,1.0,0.28,0.19,1.0,0.11,0.85,0.47,0.12,0.11,0.68,1.0,0.24,1.0,0.9,0.69,0.94,1.0,0.5,1.0,0.5,0,0.94,0,0.27,0.33,0.58,1.0,0.54,1.0,0.26,0.12,0,1.0,0.66,0.11,0.95,1.0,0.71,0.3,0.87,0.31,0.43,0.61,0.11,0.49,1.0,0.29,0.53,0.78,0.72,1.0,0.12,0.63,0.56,0.89,0.68,0.2,0.2,0.53,0.37,0.5,0.29,0.99,0.42,0.26,0.34,0.54,0.65,0.58,0.96,0.65,1.0,0.71,0.22,0.22,0.57,0.21,0.46,1.0,0.29,0.82,0.31,0.49,0.29,0.92,0.23,0.14,0.74,0.3,0.63,0.67,1.0,0.23,1.0,0.35,0.26,0.66,0.23,0.37,0.63,0.7,1.0,0.45,0.46,0.12,0.9,0.15,0.2,0.25,0.37,0.38,0.75,0.6,0.32,0.34,0,0.32,0.49,0.24,0.31,0.26,0.18,0.24,1.0,0.29,0.35,0.23,1.0,0.94,0.52,0.38,0.12,0.39,0.56,1.0,1.0,1.0,0.92,0.35,0.46,0.36,0.87,0,0.9,0.9,0.27,0.25,0.21,0.52,0.36,0.89,0.74,0.23,0.8,0.69,0.69,0.82,0.78,0.57,1.0,0.46,0.79,1.0,0.69,0.76,0.63,0.4,0.34,1.0,0,0.61,0.71,0.41,0.47,0.35,0,0.3,0.66,0.67,1.0,0.14,0.67,0.55,0.31,0.35,0.81,0.25,0.12,0.82,1.0,0,0.39,0.27,0.16,1.0,0.29,0.61,0.11,1.0,0.61,0.21,0.16,0.38,0.81,0.64,0.71,0.6,0.44,0.17,0.53,0.28,0.44,0.8,0.79,0.15,0.54,0.21,0.29,0.12,0.27,0.2,0.47,0.87,0.21,0.88,0.19,0.91,0.34,0.89,0.7,0.41,0.54,0.43,0.27,0.38,0.79,1.0,0.56,0.79,0.77,0.35,1.0,0.25,0.41,0,0.18,0
wu_palmer___sentence_merge_strategy-match_cutoff_synset_strategy-first_wordnet-slk:0.52,1.0,1.0,0.7,0,0.15,0.49,0.32,0.0,0.09,0.1,0.22,0.54,0.07,0.13,0.74,0.09,0.48,0.64,0.62,0.1,1.0,0.06,1.0,0.78,0.41,1.0,0.7,0.12,0.26,0.67,0.48,0.41,0.64,1.0,0.0,0.07,0.1,0.0,0.0,0.14,0.29,0.27,0.33,0.87,0.95,0.0,0.75,0.13,1.0,0.42,0.6,1.0,0.8,0.79,0.09,0.09,0.04,0.71,0.33,0.0,0.02,0.66,1.0,0.04,0.09,0.53,0.48,0.71,0,0.51,1.0,0.32,0.0,0.75,0.0,0.0,0.17,0.27,0.13,0.06,0.06,0.27,0.0,0.08,0.53,0.42,0.88,0.58,1.0,0.0,0.11,0.31,0.0,0.28,0.4,0.11,0.25,1.0,0.15,0.33,0.81,0.71,1.0,0.03,0.47,0.31,0.35,0.41,0.1,0.61,0.32,0.18,0.21,0.12,0.79,0.0,0.06,0.14,0.33,0.47,0.33,0.51,0.65,0.04,0.13,0.09,0.06,0.32,0.32,0.74,0.67,0.1,0.04,0.08,0.4,0.21,1.0,0.26,0.04,0.1,0.17,0.42,0.54,1.0,0.13,1.0,0.19,0.12,0.44,0.22,0.19,0.67,0.2,1.0,0.52,0.21,0.03,0.9,0.2,0.45,0.22,0.1,0.19,0.75,0.0,0.1,0.09,0.0,0.28,0.04,0.3,0.62,0.23,0.27,0.35,1.0,0.39,0.1,0.06,0.67,0.79,0.17,0.0,0.33,0.3,0.14,0.56,1.0,0.0,0.62,0.08,0.17,0.15,0.87,0,0.72,0.85,0.08,0.11,0.07,0.46,0.19,0.3,0.29,0.04,0.98,0.15,0.64,0.04,0.19,0.35,1.0,0.38,0.75,0.84,0.68,0.74,0.71,0.04,0.18,0.83,0.0,0.77,0.53,0.34,0.12,0.48,0.0,0.05,0.78,0.51,0.72,0.05,0.27,0.28,0.1,0.03,1.0,0.82,0.45,0.59,0.0,0.0,0.15,0.2,0.05,0.74,0.04,0.25,0.12,0.83,0.38,0.09,0.9,0.31,0.56,0.64,0.55,0.48,0.29,0.07,0.11,0.03,0.16,0.27,0.63,0.0,0.61,0.38,0,0.03,0.09,0.11,0.39,0.87,0.07,0.88,0.16,0.61,0.61,0.67,0.7,0.26,0.3,0.44,0.31,0.06,0.67,0.33,0.76,0.77,0.54,0.09,0.0,0.22,0.32,0.58,0.0,0.2
wu_palmer___sentence_merge_strategy-match_cutoff_synset_strategy-max_wordnet-slk:0.63,1.0,1.0,0.71,0,0.15,0.5,0.32,0.0,0.14,0.11,0.33,0.54,0.08,0.17,0.74,0.09,0.49,0.64,0.64,0.12,1.0,0.07,1.0,0.78,0.58,1.0,0.74,0.14,0.26,0.67,0.49,0.41,0.65,1.0,0.0,0.18,0.13,0.0,0.0,0.14,0.3,0.29,0.33,0.87,0.95,0.0,0.75,0.19,1.0,0.42,0.6,1.0,0.8,0.79,0.15,0.17,0.04,0.73,0.33,0.0,0.03,0.66,1.0,0.09,0.17,0.53,0.54,0.71,0,0.52,1.0,0.32,0.0,0.75,0.0,0.0,0.5,0.3,0.17,0.1,0.06,0.3,0.0,0.14,0.53,0.42,0.9,0.58,1.0,0.0,0.22,0.34,0.0,0.29,0.4,0.11,0.26,1.0,0.26,0.56,0.81,0.71,1.0,0.03,0.5,0.34,0.39,0.42,0.1,0.62,0.34,0.31,0.24,0.13,0.89,0.0,0.06,0.27,0.67,0.57,0.33,0.51,0.81,0.05,0.13,0.09,0.06,0.33,0.32,0.74,0.67,0.12,0.1,0.11,0.42,0.23,1.0,0.28,0.05,0.18,0.2,0.42,0.56,1.0,0.14,1.0,0.2,0.14,0.47,0.34,0.27,0.67,0.5,1.0,0.6,0.21,0.03,0.9,0.2,0.47,0.22,0.1,0.28,0.75,0.0,0.1,0.19,0.0,0.32,0.05,0.36,0.75,0.31,0.29,0.5,1.0,0.4,0.16,0.08,0.67,0.79,0.26,0.0,0.33,0.33,0.14,0.56,1.0,0.0,0.62,0.17,0.17,0.17,0.94,0,0.72,0.85,0.16,0.21,0.07,0.47,0.21,0.33,0.32,0.04,0.98,0.15,0.65,0.1,0.2,0.35,1.0,0.45,0.75,0.84,0.68,0.74,0.71,0.04,0.27,0.83,0.0,0.77,0.54,0.42,0.12,0.54,0.0,0.05,0.85,0.52,0.72,0.09,0.27,0.28,0.22,0.04,1.0,0.83,0.53,0.59,0.0,0.0,0.31,0.21,0.07,0.78,0.06,0.26,0.13,0.83,0.53,0.11,0.92,0.43,0.56,1.0,0.55,0.48,0.29,0.12,0.16,0.06,0.26,0.28,0.71,0.0,0.61,0.42,0,0.09,0.12,0.12,0.42,0.87,0.24,0.9,0.18,0.64,0.71,0.67,0.7,0.29,0.39,0.47,0.36,0.07,0.67,0.33,0.79,0.77,0.6,0.1,0.0,0.22,0.34,0.58,0.0,0.2
wu_palmer___sentence_merge_strategy-match_cutoff_synset_strategy-average_wordnet-slk:0.53,1.0,0.93,0.56,0,0.13,0.43,0.21,0.0,0.12,0.11,0.21,0.38,0.07,0.14,0.69,0.08,0.45,0.54,0.54,0.09,0.78,0.06,0.86,0.67,0.39,1.0,0.72,0.12,0.18,0.67,0.49,0.27,0.64,0.79,0.0,0.11,0.1,0.0,0.0,0.14,0.29,0.27,0.19,0.76,0.66,0.0,0.66,0.14,0.6,0.38,0.48,0.81,0.67,0.71,0.1,0.1,0.04,0.67,0.23,0.0,0.02,0.61,0.8,0.05,0.1,0.41,0.45,0.64,0,0.47,0.56,0.32,0.0,0.63,0.0,0.0,0.13,0.28,0.14,0.07,0.06,0.27,0.0,0.08,0.25,0.42,0.72,0.54,0.78,0.0,0.15,0.27,0.0,0.23,0.32,0.11,0.19,0.69,0.19,0.4,0.59,0.54,0.56,0.03,0.43,0.2,0.25,0.42,0.08,0.51,0.26,0.19,0.21,0.11,0.68,0.0,0.06,0.18,0.67,0.44,0.19,0.38,0.43,0.04,0.12,0.09,0.05,0.32,0.31,0.63,0.54,0.1,0.05,0.09,0.32,0.2,0.93,0.21,0.05,0.11,0.14,0.38,0.46,0.82,0.13,0.6,0.19,0.12,0.45,0.23,0.21,0.46,0.17,1.0,0.5,0.21,0.03,0.78,0.18,0.44,0.2,0.1,0.23,0.75,0.0,0.08,0.11,0.0,0.27,0.04,0.28,0.69,0.23,0.26,0.34,0.91,0.39,0.1,0.07,0.56,0.64,0.18,0.0,0.27,0.3,0.07,0.56,0.74,0.0,0.55,0.09,0.17,0.15,0.7,0,0.6,0.68,0.1,0.15,0.06,0.38,0.17,0.3,0.24,0.04,0.73,0.14,0.52,0.05,0.17,0.25,0.93,0.39,0.59,0.8,0.65,0.5,0.71,0.04,0.21,0.62,0.0,0.68,0.46,0.27,0.12,0.4,0.0,0.05,0.6,0.45,0.62,0.06,0.27,0.19,0.13,0.03,0.65,0.74,0.37,0.49,0.0,0.0,0.19,0.19,0.05,0.76,0.04,0.23,0.12,0.65,0.44,0.09,0.78,0.24,0.41,0.49,0.53,0.39,0.22,0.08,0.13,0.06,0.2,0.2,0.56,0.0,0.61,0.31,0,0.06,0.09,0.12,0.2,0.77,0.12,0.65,0.17,0.47,0.58,0.61,0.68,0.18,0.25,0.4,0.34,0.06,0.58,0.19,0.54,0.71,0.46,0.09,0.0,0.22,0.23,0.58,0.0,0.18
path___sentence_merge_strategy-all_to_all_synset_strategy-all_synsets_wordnet-slk:0.2,0.33,0.24,0.32,0,0.18,0.15,0.22,0.23,0.13,0.18,0.13,0.29,0.19,0.21,0.18,0.2,0.17,0.15,0.15,0.14,0.41,0.16,0.23,0.16,0.13,1.0,0.35,0.21,0.17,0.15,0.21,0.2,0.13,0.34,0.23,0.14,0.13,0.15,0.27,0.14,0.16,0.12,0.18,0.37,0.26,0.42,0.18,0.12,0.27,0.23,0.18,0.31,0.3,0.26,0.15,0.24,0.12,0.13,0.16,0.15,0.12,0.18,0.21,0.12,0.24,0.32,0.13,0.27,0.43,0.11,0.42,0.13,0.22,0.49,0.45,0.17,0.24,0.12,0.17,0.17,0.41,0.13,0.15,0.14,0.15,0.15,0.21,0.16,0.43,0.15,0.22,0.12,0.2,0.17,0.25,0.36,0.15,0.24,0.13,0.17,0.19,0.3,0.42,0.29,0.11,0.23,0.16,0.17,0.21,0.11,0.17,0.12,0.16,0.13,0.12,0.16,0.19,0.13,0.38,0.2,0.37,0.25,0.28,0.18,0.22,0.22,0.28,0.14,0.16,0.22,0.21,0.13,0.18,0.15,0.13,0.13,0.24,0.12,0.15,0.16,0.15,0.25,0.15,0.3,0.2,0.22,0.22,0.14,0.13,0.11,0.17,0.18,0.23,0.21,0.12,0.12,0.27,0.17,0.15,0.16,0.22,0.16,0.13,0.39,0.39,0.17,0.2,0.16,0.13,0.17,0.13,0.19,0.16,0.09,0.12,0.21,0.15,0.12,0.14,0.16,0.25,0.18,0.16,0.31,0.12,0.14,0.38,0.38,0.32,0.19,0.14,0.18,0.15,0.16,0,0.17,0.15,0.14,0.16,0.22,0.21,0.14,0.2,0.13,0.15,0.23,0.22,0.16,0.18,0.34,0.19,0.25,0.16,0.3,0.2,0.11,0.25,0.19,0.18,0.16,0.24,0.39,0.18,0.15,0.14,0.22,0.12,0.13,0.18,0.14,0.12,0.16,0.16,0.17,0.14,0.11,0.12,0.16,0.23,0.21,0.13,0.16,0.21,0.14,0.15,0.19,0.42,0.11,0.22,0.1,0.14,0.17,0.12,0.18,0.16,0.26,0.24,0.18,0.24,0.17,0.18,0.14,0.15,0.11,0.29,0.29,0.19,0.23,0.16,0.19,0.14,0.21,0.15,0.09,0.16,0.15,0.22,0.18,0.12,0.16,0.41,0.27,0.13,0.12,0.15,0.16,0.13,0.19,0.44,0.14,0.15,0.21,0.14,0.16,0.17,0.12,0.21,0.31,0.18
path___sentence_merge_strategy-all_to_all_synset_strategy-first_synsets_wordnet-slk:0.25,0.32,0.39,0.25,0,0.27,0.2,0.31,0.38,0.16,0.2,0.29,0.31,0.26,0.34,0.21,0.33,0.22,0.2,0.25,0.27,0.58,0.28,0.42,0.24,0.17,1.0,0.4,0.34,0.27,0.2,0.28,0.23,0.22,0.39,0.45,0.14,0.2,0.3,0.31,0.23,0.18,0.15,0.26,0.37,0.75,1.0,0.23,0.16,0.54,0.33,0.36,0.49,0.43,0.3,0.23,0.27,0.2,0.21,0.24,0.14,0.23,0.31,0.21,0.2,0.27,0.36,0.17,0.3,1.0,0.17,1.0,0.21,0.43,0.5,0.55,0.39,0.72,0.16,0.28,0.25,0.48,0.15,0.3,0.24,0.29,0.2,0.25,0.18,1.0,0.27,0.3,0.23,0.36,0.22,0.25,0.32,0.18,0.53,0.19,0.21,0.56,0.37,1.0,0.69,0.17,0.24,0.28,0.31,0.22,0.21,0.3,0.19,0.23,0.17,0.17,0.14,0.21,0.2,0.36,0.26,0.7,0.32,0.55,0.3,0.26,0.22,0.36,0.22,0.18,0.23,0.69,0.16,0.41,0.19,0.14,0.18,0.3,0.16,0.23,0.22,0.24,0.39,0.25,0.32,0.23,0.55,0.21,0.2,0.17,0.13,0.2,0.32,0.45,0.3,0.14,0.17,0.25,0.23,0.31,0.2,0.25,0.18,0.25,0.67,0.27,0.32,0.28,0.34,0.2,0.3,0.17,0.25,0.16,0.1,0.17,0.24,0.18,0.2,0.2,0.24,0.43,0.27,0.23,0.35,0.16,0.38,0.55,0.72,0.38,0.3,0.24,0.21,0.21,0.34,0,0.25,0.22,0.16,0.22,0.31,0.2,0.17,0.27,0.18,0.2,0.33,0.19,0.23,0.41,0.3,0.3,0.38,0.2,0.43,0.3,0.17,0.32,0.4,0.26,0.24,0.6,0.69,0.19,0.25,0.11,0.34,0.19,0.12,0.19,0.21,0.16,0.26,0.27,0.23,0.22,0.13,0.22,0.24,0.26,0.28,0.17,0.37,0.54,0.19,0.2,0.19,0.72,0.19,0.27,0.19,0.36,0.26,0.13,0.36,0.25,0.4,0.39,0.16,0.22,0.16,0.24,0.19,0.19,0.14,0.42,0.23,0.24,0.36,0.18,0.22,0.2,0.29,0.21,0.13,0.3,0.11,0.28,0.16,0.16,0.18,0.45,0.35,0.15,0.17,0.17,0.19,0.2,0.29,0.75,0.18,0.17,0.22,0.22,0.36,0.25,0.14,0.34,0.33,0.3
path___sentence_merge_strategy-all_to_all_synset_strategy-first_wordnet-slk:0.09,0.27,0.25,0.15,0,0.1,0.09,0.07,0.19,0.09,0.1,0.1,0.13,0.12,0.13,0.12,0.11,0.1,0.11,0.08,0.12,0.19,0.1,0.16,0.12,0.09,0.5,0.13,0.18,0.13,0.06,0.17,0.07,0.1,0.2,0.11,0.03,0.07,0.19,0.12,0.11,0.12,0.08,0.1,0.15,0.38,0.33,0.11,0.08,0.54,0.27,0.1,0.16,0.14,0.19,0.09,0.12,0.08,0.15,0.09,0.04,0.09,0.2,0.12,0.13,0.12,0.1,0.1,0.12,0.5,0.06,0.5,0.07,0.09,0.15,0.11,0.14,0.18,0.11,0.15,0.11,0.22,0.11,0.14,0.08,0.14,0.12,0.15,0.12,0.25,0.09,0.11,0.12,0.19,0.11,0.14,0.32,0.12,0.16,0.08,0.18,0.13,0.09,0.5,0.17,0.09,0.13,0.1,0.12,0.13,0.07,0.1,0.06,0.11,0.09,0.1,0.05,0.07,0.1,0.13,0.07,0.1,0.09,0.18,0.12,0.14,0.09,0.18,0.09,0.13,0.15,0.17,0.08,0.19,0.08,0.08,0.06,0.12,0.1,0.13,0.1,0.07,0.29,0.15,0.16,0.12,0.36,0.14,0.09,0.11,0.06,0.14,0.18,0.07,0.15,0.1,0.09,0.09,0.12,0.15,0.14,0.14,0.06,0.08,0.22,0.15,0.09,0.11,0.09,0.1,0.08,0.07,0.17,0.11,0.08,0.13,0.13,0.1,0.07,0.07,0.2,0.12,0.11,0.07,0.16,0.13,0.08,0.22,0.27,0.1,0.12,0.09,0.08,0.13,0.17,0,0.17,0.11,0.07,0.11,0.09,0.09,0.12,0.15,0.05,0.07,0.14,0.13,0.12,0.19,0.06,0.11,0.23,0.12,0.14,0.17,0.06,0.15,0.13,0.1,0.11,0.13,0.23,0.09,0.1,0.04,0.23,0.12,0.02,0.11,0.11,0.11,0.14,0.08,0.06,0.15,0.07,0.09,0.14,0.18,0.11,0.08,0.19,0.12,0.08,0.1,0.07,0.36,0.05,0.11,0.09,0.08,0.08,0.07,0.15,0.1,0.1,0.2,0.09,0.09,0.07,0.11,0.09,0.09,0.08,0.14,0.12,0.11,0.09,0.11,0.12,0.07,0.05,0.1,0.05,0.1,0.03,0.18,0.07,0.08,0.09,0.17,0.17,0.09,0.08,0.14,0.09,0.08,0.08,0.11,0.08,0.11,0.1,0.09,0.13,0.1,0.08,0.1,0.15,0.08
path___sentence_merge_strategy-all_to_all_synset_strategy-max_wordnet-slk:0.13,0.27,0.25,0.15,0,0.11,0.09,0.08,0.19,0.1,0.11,0.11,0.13,0.13,0.14,0.13,0.12,0.1,0.11,0.08,0.17,0.2,0.11,0.16,0.13,0.11,0.5,0.14,0.2,0.14,0.07,0.18,0.09,0.11,0.2,0.12,0.04,0.09,0.2,0.15,0.12,0.13,0.09,0.11,0.16,0.42,0.33,0.12,0.09,0.54,0.27,0.12,0.16,0.14,0.2,0.09,0.13,0.1,0.16,0.09,0.05,0.1,0.2,0.13,0.15,0.13,0.1,0.11,0.12,0.5,0.07,0.5,0.07,0.11,0.15,0.11,0.15,0.21,0.12,0.16,0.13,0.23,0.12,0.15,0.09,0.17,0.12,0.16,0.13,0.25,0.1,0.13,0.13,0.21,0.13,0.15,0.32,0.14,0.16,0.09,0.2,0.14,0.1,0.5,0.17,0.1,0.13,0.11,0.13,0.14,0.08,0.11,0.08,0.12,0.09,0.12,0.05,0.07,0.12,0.18,0.09,0.11,0.09,0.2,0.13,0.14,0.09,0.18,0.1,0.14,0.15,0.17,0.09,0.2,0.09,0.09,0.07,0.13,0.12,0.14,0.11,0.08,0.29,0.16,0.16,0.12,0.38,0.15,0.1,0.11,0.09,0.14,0.19,0.11,0.15,0.12,0.09,0.1,0.12,0.17,0.15,0.14,0.06,0.08,0.23,0.15,0.1,0.14,0.1,0.1,0.08,0.08,0.17,0.12,0.08,0.14,0.13,0.1,0.07,0.08,0.2,0.13,0.13,0.07,0.16,0.14,0.1,0.22,0.29,0.1,0.14,0.1,0.09,0.14,0.18,0,0.18,0.12,0.08,0.12,0.1,0.1,0.14,0.17,0.06,0.09,0.14,0.13,0.14,0.2,0.07,0.13,0.23,0.13,0.15,0.18,0.07,0.15,0.13,0.11,0.14,0.13,0.23,0.1,0.11,0.06,0.24,0.14,0.05,0.13,0.12,0.11,0.15,0.09,0.07,0.17,0.08,0.09,0.15,0.18,0.14,0.09,0.23,0.12,0.09,0.12,0.09,0.37,0.06,0.13,0.1,0.09,0.09,0.08,0.15,0.11,0.11,0.35,0.09,0.09,0.07,0.11,0.09,0.11,0.08,0.15,0.13,0.12,0.09,0.12,0.12,0.07,0.09,0.1,0.06,0.1,0.06,0.2,0.11,0.1,0.11,0.17,0.17,0.11,0.09,0.15,0.1,0.1,0.09,0.12,0.09,0.11,0.12,0.1,0.14,0.11,0.09,0.11,0.15,0.08
path___sentence_merge_strategy-all_to_all_synset_strategy-average_wordnet-slk:0.09,0.27,0.2,0.13,0,0.08,0.08,0.05,0.13,0.08,0.1,0.08,0.09,0.1,0.11,0.11,0.08,0.09,0.1,0.07,0.08,0.15,0.09,0.13,0.11,0.09,0.5,0.09,0.13,0.1,0.06,0.17,0.06,0.11,0.14,0.1,0.03,0.06,0.12,0.12,0.1,0.12,0.07,0.07,0.13,0.26,0.14,0.1,0.07,0.22,0.2,0.07,0.12,0.12,0.17,0.07,0.09,0.06,0.13,0.06,0.04,0.09,0.15,0.1,0.1,0.09,0.08,0.1,0.11,0.26,0.06,0.21,0.06,0.08,0.13,0.08,0.1,0.14,0.11,0.12,0.08,0.16,0.1,0.13,0.07,0.08,0.11,0.12,0.11,0.18,0.06,0.09,0.08,0.11,0.07,0.12,0.32,0.11,0.12,0.08,0.16,0.09,0.07,0.21,0.1,0.08,0.1,0.08,0.09,0.13,0.06,0.09,0.06,0.1,0.08,0.08,0.04,0.06,0.08,0.15,0.06,0.08,0.08,0.08,0.09,0.12,0.08,0.14,0.08,0.12,0.12,0.14,0.07,0.1,0.08,0.07,0.06,0.12,0.1,0.11,0.08,0.05,0.21,0.12,0.13,0.09,0.16,0.12,0.08,0.1,0.06,0.12,0.1,0.05,0.12,0.08,0.08,0.08,0.1,0.1,0.13,0.11,0.06,0.08,0.23,0.09,0.08,0.07,0.06,0.08,0.07,0.06,0.17,0.1,0.07,0.11,0.12,0.09,0.06,0.06,0.16,0.09,0.1,0.05,0.1,0.12,0.06,0.15,0.15,0.06,0.11,0.07,0.08,0.12,0.1,0,0.15,0.09,0.06,0.08,0.07,0.07,0.1,0.16,0.05,0.06,0.1,0.09,0.09,0.1,0.04,0.08,0.2,0.12,0.1,0.15,0.05,0.1,0.11,0.1,0.09,0.09,0.16,0.09,0.08,0.04,0.24,0.1,0.03,0.1,0.09,0.09,0.12,0.07,0.07,0.09,0.06,0.09,0.1,0.16,0.1,0.07,0.09,0.09,0.07,0.1,0.06,0.2,0.05,0.11,0.09,0.07,0.07,0.07,0.12,0.1,0.08,0.12,0.08,0.08,0.06,0.1,0.07,0.08,0.07,0.11,0.1,0.09,0.07,0.09,0.1,0.06,0.04,0.09,0.05,0.08,0.04,0.13,0.06,0.06,0.09,0.16,0.17,0.08,0.06,0.13,0.09,0.07,0.06,0.09,0.06,0.1,0.1,0.07,0.1,0.09,0.06,0.11,0.12,0.05
path___sentence_merge_strategy-match_cutoff_synset_strategy-all_synsets_wordnet-slk:0.31,1.0,0.59,0.91,0,0.15,0.79,0.53,0.18,0.08,0.09,0.3,1.0,0.08,0.18,0.63,0.11,0.98,0.87,0.59,0.13,0.33,0.08,1.0,0.1,0.21,0,1.0,0.21,0.88,0.29,0.48,0.7,0.51,1.0,0.16,0.1,0.1,0.09,0,0.09,0.5,0.22,0.16,0.93,1.0,0.33,0.75,0.08,1.0,0.6,0.46,1.0,1.0,0.09,0.09,1.0,0.07,0.93,0.12,0.25,0.08,0.44,1.0,0.09,1.0,1.0,0.28,0.51,1.0,0.08,1.0,0.28,0.11,0.93,0.33,0.09,0.17,0.12,0.09,0.13,1.0,0.07,0.08,0.11,1.0,0.1,0.16,0.63,1.0,0.1,0.09,0.33,0.17,0.34,0.65,0.29,0.43,1.0,0.12,0.22,0.39,0.9,1.0,0.19,0.28,0.67,0.5,0.19,0.16,0.13,0.27,0.12,0.33,0.25,0.1,0.18,0.09,0.09,0.79,0.81,1.0,0.81,0.09,0.18,0.2,0.06,0.08,0.39,0.08,0.67,1.0,0.13,0.08,0.12,0.47,0.09,0.96,0.11,0.11,0.57,0.14,0.59,0.59,1.0,0.17,1.0,0.14,0.1,0.27,0.09,0.1,0.61,0.2,1.0,0.22,0.07,0.07,0.93,0.08,0.09,0.12,0.13,0.08,0.33,0.33,0.15,0.11,0.12,0.12,0.13,0.14,0.09,0.11,0.07,0.46,1.0,0.15,0.36,0.13,1.0,0.28,0.31,0.07,0.32,0.07,0.59,0.76,1.0,1.0,0.3,0.08,0.2,0.12,0.72,0,0.85,1.0,0.2,0.12,0.16,0.08,0.54,0.77,0.5,0.17,0.86,0.73,0.51,0.08,0.3,0.77,1.0,0.08,0.72,1.0,0.15,0.91,0.11,0.18,0.1,0.21,0.33,0.23,0.28,0.37,0,0.23,0.09,0.1,0.21,0.61,1.0,0.68,0.22,0.32,0.1,0.08,0.91,0.09,0.13,0.78,0.87,0.09,0.13,0.08,0.1,1.0,0.11,0.12,0.07,0.42,0.2,0.09,0.07,0.13,0.93,0.13,0.79,0.72,0.23,0.06,0.19,0.1,0.11,0.18,0.23,0.15,0.23,0.12,0.09,0.08,0.2,0.1,0.17,0.93,0.21,0.8,0.15,0.79,0.18,0.75,0.61,0.14,0.58,0.33,0.13,0.24,0.71,0.67,0.2,0.76,0.56,0.13,1.0,0.14,0.4,0,0.14,0.1
path___sentence_merge_strategy-match_cutoff_synset_strategy-first_synsets_wordnet-slk:0.44,1.0,0.54,0.69,0,0.35,0.61,0.39,0.08,0.6,0.07,0.56,0.69,0.1,0.1,0.7,0.31,0.96,0.8,0.74,0.1,0,0.07,1.0,0.89,0.08,0,0.57,0.17,0.81,0.62,0.48,0.8,0.78,1.0,0.07,0.11,0.11,0.08,0,0.16,0.46,0.4,0.56,0.78,1.0,0,0.87,0.1,1.0,0.67,1.0,1.0,1.0,0.09,0.08,1.0,0.06,0.82,0.1,0.07,0.06,0.54,1.0,0.08,1.0,0.73,0.46,0.93,1.0,0.28,1.0,0.44,0,0.84,0,0.08,0.2,0.42,1.0,0.45,1.0,0.07,0.07,0,1.0,0.54,0.06,0.91,1.0,0.66,0.1,0.82,0.1,0.3,0.53,0.06,0.39,1.0,0.09,0.29,0.73,0.69,1.0,0.06,0.53,0.53,0.88,0.63,0.07,0.12,0.47,0.11,0.31,0.17,0.92,0.08,0.08,0.11,0.52,0.63,0.55,0.9,0.55,1.0,0.69,0.07,0.07,0.54,0.07,0.38,1.0,0.11,0.81,0.2,0.4,0.12,0.9,0.08,0.08,0.62,0.09,0.54,0.62,1.0,0.08,1.0,0.14,0.1,0.57,0.08,0.21,0.42,0.62,1.0,0.36,0.38,0.07,0.9,0.08,0.08,0.09,0.1,0.11,0.67,0.14,0.07,0.11,0,0.09,0.42,0.07,0.09,0.08,0.08,0.09,1.0,0.12,0.23,0.07,1.0,0.84,0.45,0.09,0.07,0.13,0.53,1.0,1.0,1.0,0.91,0.13,0.38,0.19,0.85,0,0.87,0.9,0.09,0.09,0.11,0.45,0.22,0.82,0.69,0.11,0.81,0.5,0.59,0.81,0.56,0.42,1.0,0.27,0.58,1.0,0.56,0.7,0.54,0.1,0.14,1.0,0,0.54,0.69,0.33,0.16,0.28,0,0.1,0.64,0.62,1.0,0.06,0.29,0.36,0.1,0.08,0.77,0.09,0.06,0.81,1.0,0,0.19,0.19,0.07,1.0,0.09,0.33,0.06,1.0,0.47,0.07,0.06,0.11,0.78,0.55,0.66,0.54,0.17,0.08,0.39,0.08,0.34,0.2,0.57,0.06,0.52,0.08,0.08,0.06,0.08,0.07,0.33,0.84,0.12,0.78,0.07,0.89,0.24,0.83,0.62,0.21,0.45,0.26,0.11,0.2,0.72,1.0,0.53,0.77,0.7,0.12,1.0,0.11,0.26,0,0.07,0
